Id,I_COL_01,I_COL_02,I_COL_03,I_COL_04,I_COL_05,I_COL_06,I_COL_07,I_COL_08,I_COL_09,I_COL_10,S_COL_01,S_COL_02,S_COL_03,S_COL_04,S_COL_05,S_COL_06,S_COL_07,S_COL_08,S_COL_09,S_COL_10,D_COL_01,D_COL_02,D_COL_03,D_COL_04,D_COL_05,D_COL_06,D_COL_07,D_COL_08,D_COL_09,D_COL_10,G_COL_01,G_COL_02,G_COL_03,G_COL_04,G_COL_05,G_COL_06,G_COL_07,G_COL_08,G_COL_09,G_COL_10
722,738396382,1139005033,559880628,1478029539,1343662684,1432822747,227227784,32712418,690787483,,YL51LK2Q6CJJTOEX3IC,0W15OOMDXDGJVKA31O8FHEU,PY5NBDMJ18YE5,,NJ9CA7ED3B3DX,CAR90QZWA4A4LLZ6S,45UYORU2TAJIVBMWDN7,YX9HAD32EELB860RLDRGYFV1,29ZVSU70FHVR,09P57GXEVE2K,2015-08-26 00:00:00,1989-01-30 00:00:00,1973-08-23 00:00:00,1994-11-27 00:00:00,,1965-10-17 00:00:00,1994-05-02 00:00:00,1967-12-08 00:00:00,2001-07-06 00:00:00,2010-05-21 00:00:00,{760BBFB2-DF37-4797-8B86-68ACF5EC99F6},{405A1D75-20E6-40C0-A13E-3DC8392F1CEC},{7A439AB3-6453-4EA7-ABE1-F0D81B189782},{A3FAD9AE-9089-4F02-930A-7FB7E80F9F9D},{D9F2FA4E-939B-4DF7-A700-862A4C9FDF21},{7BC98D8F-5A83-4553-A186-15C91B661C23},{4FDA533A-069A-486F-B5C2-87CEB742D3FD},{18B52165-9443-42B6-BD5F-44B463444BB5},{77CC51F4-119C-4966-9563-ED36DF5C6DE3},{611D888E-1FFF-44A4-A5F1-7C34566DFE44}
723,790903439,1733342265,294315325,935753007,404079872,1911567870,194740178,,1881381275,393124171,OCI7VMUV1KOF5,R0NVG2CMS869S1,XNKJKM5W2N3669,QPPF6U5XM009ZMB45412UNG,0338FPSH9TCM0TCRX6TW67,9ABI8MCJJKG,YGKH1Z,,FKYK6QXS83OS8E,IXR3CQNLO8,1974-04-12 00:00:00,1969-04-02 00:00:00,,1980-07-15 00:00:00,,2003-06-02 00:00:00,1997-11-22 00:00:00,1994-09-29 00:00:00,2002-12-29 00:00:00,1980-10-11 00:00:00,{42950215-B9A8-44AD-971B-FAE07F1D21C5},{7D2F473E-A326-4207-BB47-5B7EB7C26FDC},{99F54016-539D-455B-8070-73332EDDEE57},{272AC50E-29AD-40E4-AD3C-3D2A28CC9F49},{45BBD2B8-A25C-47B0-BC75-55A4CAFFA113},{8A6D4F40-25A7-4BB1-BF70-6C5D9622629D},{0A849657-93A7-44D4-9D34-28B8C85893A0},{0EF235E2-6807-4626-A0F2-E22401F7EC9A},{B8FAFFC0-729F-4C43-8CBF-50DD86D11AB5},{DE56436D-9E1D-4D15-A5B5-0C59307EFCFF}
724,1509923255,,1920126770,1573882505,202998999,1309598404,337440734,550803496,1581541976,440539140,LEB84IYLS,KHDG4G1,HXS0VOJ2KG75Q7DU5PBZBD,RR8ND1U3,AXWKNP96BLYJ3J9V91023DCL,P6ZSWEF,P8VBV0FCJRHXZNR22D7G6UK,9CGSZUDMLT,ZEBYB33BQ0TH,BHLA5XU2VX8TT7ELN34ND,2009-12-05 00:00:00,2009-03-03 00:00:00,1988-04-22 00:00:00,2005-06-24 00:00:00,1991-02-25 00:00:00,2004-04-28 00:00:00,1991-03-26 00:00:00,1963-10-13 00:00:00,,2014-11-28 00:00:00,{C9431A16-3A77-47C3-88D4-B12D04A656C9},,{9BBAB1D1-8B87-4EA7-9C3B-629163118A88},{06F1308A-A73A-496A-BDCD-569A5DC1A4B9},,{C7933F7F-E483-4403-9636-2AB7FCB6CAE3},{B6989C7B-5C8B-4ABE-8233-0094204404F4},{175B621A-7B76-417E-8841-4D2A3DAB9985},{37DCD1F3-6844-428D-85E1-162769F302ED},{C0041932-65D7-49B4-A5BC-00F0D500040B}
725,1541215788,749403055,129185513,1742484751,216931444,1240042486,732425884,2752149,1435963427,483597434,E5TGQR,RVBX63VPFRTI,2J6GJZ0VSZ5JVR2T,,1VUTM,OLS6YB6TCK,HDX6DM2WIE,5ZHN9I0U09LOCVB3M,SJLW7EZRGT2CJ,,1962-10-08 00:00:00,2007-02-25 00:00:00,1991-05-05 00:00:00,1991-09-06 00:00:00,,1974-12-22 00:00:00,1974-10-31 00:00:00,1988-03-25 00:00:00,,1976-08-18 00:00:00,{D996A18E-4A89-436B-803C-C67FEA866C3B},{AA069025-679F-4A04-8EDA-E456CFC66540},,{16496C61-5A11-417B-A667-039AE4D301EF},{470D6E8A-96AD-493A-9741-6114F81C5BB2},{CD98D776-25B9-4491-9901-5A7C1F9BD2F9},{47B750A8-7824-488E-B3C7-C0D11E3C6FF8},{279D693A-5E31-4E77-9F71-4F6BE80874E6},{F7C87446-17DB-403D-BB35-95431F50884E},{CB8036EE-F3DE-493E-83F9-CB3B20F5A2C8}
726,71237953,1948029881,1494642117,1251583477,2135054319,1117124696,2084253965,1667107947,327709338,1891568074,US6TVUQ5UJJDAYVM0TX6I9,GE12ZENO1XQPARDVE,TJR86GBOMIDXV,NQ3YGP64LM,,IQC2CT6NZG4,ZAGYA4M0EX1Q9AXOFV,ZG6FK,G5YK8C,6YWMM2VE2LMCTI9TUFU,1991-02-26 00:00:00,1963-01-07 00:00:00,1985-09-24 00:00:00,1971-05-12 00:00:00,1986-05-10 00:00:00,2004-12-05 00:00:00,1987-06-18 00:00:00,2002-09-16 00:00:00,1990-01-05 00:00:00,1980-06-18 00:00:00,{375134DB-FC92-4760-84AF-FAFF63EA9CE6},,{F67F80DD-A625-42CD-B817-CE80696CCA7C},{6ADE95C5-A16B-468F-AF50-3B288A57344E},{FB6E4C9C-7128-4888-A7B8-39B00D0F6208},{F9871B8F-A98D-4182-BCAE-34F4AF91DCA0},{19625525-B110-4D9F-945B-3594E3CFF94B},{6A32CBE1-3810-4848-B1C5-3ABBD61F633F},{DC9EF9EB-6D48-40A7-964C-87149C118277},
727,1541746462,,,390375144,1397492513,1923112400,1326882724,1417487952,1116061709,1295890814,JAK3M4RBGO8JI8,956D9CJN2WNOXLA6K,EP9FZZ0Q48KN2M3TD,SG16A0RD,OB93LHH9ZHOJWOPRIVB426,,RMS8PHWMVP6LUQFVTOR1JUM,R6BTCS44544ZAJ9,A9TFYE6IIS0NY6AAP8LU2S7,YWK5TER8MTN8N3,1967-11-28 00:00:00,,1961-12-16 00:00:00,1986-12-22 00:00:00,2012-06-16 00:00:00,1999-01-25 00:00:00,1979-01-29 00:00:00,1972-10-19 00:00:00,1988-11-22 00:00:00,1987-07-30 00:00:00,{50D88923-8ED9-4D2D-9374-4A7F9D635D70},,{64D5DA78-AD7A-4D44-853C-97AA4187D022},{353FCCFC-460D-4D77-80F4-AA9EEB3D7DFA},{38AD467B-4784-4530-963D-7D5C400BFD3E},{A0750F95-9579-4B8A-89AF-BA58F6D890E8},{9120741D-8566-425F-BD5D-6E62E268D14B},{B7510199-7809-4E9F-816C-2D6B05CCA001},{82C94EF8-D3BB-4EAC-94A0-A095F769AA2C},{BCC182DB-0196-4359-965B-A15F2FAA0F74}
728,1372515436,114179206,1162315852,1045324749,1978997308,33923860,1510188561,431517171,1739465789,1627386399,LRZ2KR,W4B6UHWT,0W4ETXT,F0UQXDKL,MJ8TSKD8UEJU,XAVHH8BISM2OCON2J,G451DL,Z9X6VL72XSDDWL,W1DHYU14NSI21IR5NRL,PHDFV0KG1P40FEMIW1EH2S,1965-11-24 00:00:00,1963-07-02 00:00:00,1962-01-12 00:00:00,,1968-06-25 00:00:00,2007-04-06 00:00:00,1971-12-19 00:00:00,1961-12-31 00:00:00,1967-01-30 00:00:00,1987-12-02 00:00:00,{081A1663-984B-4767-BB65-E04AA218DFBD},,{882DB242-D47A-4C05-AE9A-24621DE04C58},{56431A21-A9AD-4B18-B77B-129FA46D8B3F},{1B23A267-5CFA-4EE6-A733-ED2873B98122},{1FC0839C-9E02-4647-B566-D27EDD119442},{77EF9262-8B44-4C3F-AD77-8F6D5097AC2C},{BD534E7A-E9F0-4971-AEAA-5D23E6EC5128},{4882B9B9-F5D9-4409-9033-C2F2B962947D},{291CDD16-DDF5-4624-886A-FC53D589BDC0}
729,457980566,132212968,301792624,,,764600550,2096126964,648255086,1945820867,2033483602,UXK0E68YC,4TAO223JOA,RHZU2TFNFNPGC7K,GL7FC,A6CDPYNIRE3TO,E7BEQE3L,5IIYEOO1KU5RB7,HY8E1,9HAD88KHVHWUQETNZO1,KX6EWQ7EM00MTIRELP29,1977-07-08 00:00:00,1984-11-09 00:00:00,1962-12-25 00:00:00,1996-11-27 00:00:00,1975-05-15 00:00:00,,,2013-06-07 00:00:00,,1967-08-12 00:00:00,{0739D8EE-48F3-41B0-86F5-63F153312B0A},{90423CC8-6777-47FE-A46F-129922784B1D},{F4E6348D-2D82-4EF6-91FE-7535437895C0},{D648B2E0-869C-4960-99A3-4B3B0057D855},{0648AA57-1D44-4B70-8879-DCF982E23978},{89EF4C9C-3514-4D2A-89E0-163046091C86},{480F94F8-D029-4B02-9676-BC59B9442557},{D8BAD542-6E95-4BCF-B0FF-4D28A9FF78BC},{0BA126D7-6A11-4B20-A38F-E5E65E2BAA73},{646BE871-512B-4E89-9BAC-12145E0E1EEE}
730,168938119,843934917,2066715812,846426927,,997968921,1312702112,612074667,230560776,1569296118,T7AMEJWKC3TFDAUC,BJTZGXIZ8CIEPFKMMFI,YSD7U7USUZ0IKYXA30NDOL,7NO41X,,5M1Q1W0XHOMS5EQXLSP48,8BAGS016L5QO,UCDXPH6GTCI7HPE9A4P92P,H7QSBWPZE21QMH,R2R77VTL2,2009-06-15 00:00:00,,1981-06-30 00:00:00,1968-11-14 00:00:00,1996-09-08 00:00:00,1989-07-11 00:00:00,1983-01-04 00:00:00,2012-06-19 00:00:00,1990-03-27 00:00:00,1984-05-04 00:00:00,{05A73CFA-55CA-4151-9342-66127BD407B2},{FD7CD508-8427-43F8-A6BB-DAB9F84E9C7F},{8434F7AE-6137-4506-8D08-52AAC958764B},,{53EF0258-3AB6-43DF-961E-87678D2A0272},{8897EEF4-CDE5-4B24-8D6D-5247C31844C3},{331CF1D4-C4AF-46DD-A4E0-AAC5E3489671},{30C1E21C-A67D-487E-998F-8B5D12878B08},{B9C9C730-E7F1-4F10-8A77-8BF2BDE7A076},{0AF06B1A-FD59-4B49-8013-C6CE48B11CBB}
731,1302636366,310785948,1524554057,1777439150,1621782812,,352642422,1628247047,,188326732,LO1EWEZCK25CGRE,VXPG22C,R7BLZO,SD3KTWAYT85XP,765PHNSWZOTW1B8C,18BA3CBPSJ3GCW3NEP,FB9QE599IXV5P8XZT6C2N25J,L62O6TJRS08U67D,4Y80E8D3,AWNG0YUUDH4,1963-08-22 00:00:00,2013-07-14 00:00:00,2012-08-22 00:00:00,2014-10-21 00:00:00,,2000-08-02 00:00:00,1994-09-02 00:00:00,,2007-05-09 00:00:00,1972-09-30 00:00:00,{CD803833-6C4E-432C-96C1-4BCBB0069C11},,{8ED3E712-6CF6-40D4-93CD-5D03D9F676CC},{FAB02CE4-5ED4-4112-9A15-3AC24A7CB25F},{8A442A72-3F24-4992-8102-26E5697F3BAE},{26A11D57-368A-42D3-A666-BCCDC0151C7D},{D3A599DB-F66B-40BD-9E61-5B3C6618C732},{4E98AA03-D3AB-42D4-A842-603A230E538D},{718221AB-BC3B-4DCB-AD0D-B446E2CF8C09},{30214AC6-6995-438D-85B5-E50512A6A6B0}
732,702504252,13958422,738841635,1357092267,1715560553,81921319,1845488077,,661367980,1658332432,41MFRJB4,KNSCY1,,58R9S6MZR9,NNCCTA4NCC28ZNX3,QV4SKHM23JEUU4Q,AQAE04DG2FTKFIT78SLZ4C4,GVISS7SGPXN1OZ11LRB2,AVXWLE3C7VKMUI4YKI,ZUFGU2,2014-04-26 00:00:00,1993-07-14 00:00:00,2011-08-22 00:00:00,1988-11-30 00:00:00,1996-07-08 00:00:00,2010-05-15 00:00:00,,1982-04-30 00:00:00,2001-09-10 00:00:00,1986-06-11 00:00:00,{B56F3FA3-7361-43D2-BC28-67C9F8631AF9},{6F43EA21-82CB-4DA1-9205-B4F1B1A4220D},,,{1C59B511-DD78-4FB0-A8CE-BC73210E5150},{1AA80A65-1ECA-44E6-8ECC-BD2D51C7F75A},{5B0A6F61-5E4A-4C29-B1A9-0123B01EF0F8},{DD832B17-9C61-4651-BCF1-BA68FA2E86A9},{EEB44AF5-F193-4B42-8797-FCB406C3F478},{362CEFDA-ACF1-4C2B-AFD8-37DF1EBC35C7}
733,934317951,114798547,1199574144,1166025437,1681911156,177685700,1434762515,1765713639,,1433015373,4OZSXCC6O9F,FHO4C3T3O9C8D4Z,HDYWVB1T5R2X82IHTSAP,4GSQOXUTINDV2BH,FXLGL1GPH31ULYN,IREFXD8MIPTMAH9X94,MTPMAH3387,NE2Z1OSTM4CLWDHW17L,8KZC2EPKENL0485O,ULJ6SQDZ6AHCBV4DP3DX9J,1975-04-28 00:00:00,1987-07-14 00:00:00,1993-05-05 00:00:00,1968-08-01 00:00:00,1974-09-01 00:00:00,1963-12-01 00:00:00,1989-08-06 00:00:00,1964-06-05 00:00:00,1975-04-15 00:00:00,1965-03-13 00:00:00,{433C53FC-3B15-4274-AF72-4A01FAFDA039},{DCDA9108-694B-40F7-8A1E-B8E44956B63F},{338B241B-119C-4E74-A81F-C811F7864059},{90D73A9E-8516-4981-9E91-1D7F5DD410CF},{B151EAAC-2B9B-4B72-AA7C-497120208E7E},{17FC2FFE-309F-45DE-81A7-FAC432F938D2},{F8514CA6-00F7-43E5-B634-9721CCE736BE},{5E1F6890-408D-4B23-8F28-EC89148198C1},{8632E56A-331D-47AE-B8C3-F0B0E405E2E1},{3BF03E30-0E55-484B-9B36-74B461FC73C2}
734,1366848517,641180583,6498677,66129061,1117658342,1690554865,2050627198,14282546,689989509,800105037,Y7CXFFFBXBVK73FQJMN1T,P1EQL5V,9Q88IV4T,46HNA14OBPAJKI2W6,4GCCPKR5HHYS456VII,ZQQTTF0,GVY34BQ242CS5XGN7GN,UOS69NZTSJUMGAV9Y9,2OQKV33KFW9M1,HF64Y0JLSSGZWUOIG,2013-07-25 00:00:00,1970-03-01 00:00:00,1974-05-08 00:00:00,,1991-12-30 00:00:00,1981-12-25 00:00:00,1976-02-25 00:00:00,1992-06-07 00:00:00,1984-02-25 00:00:00,2006-07-18 00:00:00,{7B92AB39-95FC-4CA2-935D-8DEE430EDB92},{87E9BB47-F649-40B9-A9CC-FA8179178CEC},{CDE89D32-B697-44CC-A3C9-F2B35498958C},{A5A3CA1B-C8E1-4F86-8EF4-A43168E71D8C},{A448350F-5623-41AE-BCA9-6435E25C4122},{6BC54A4F-773B-463D-BAF9-E7B1EE069003},{1198684F-E2BD-493C-961F-360DC104DC9F},{410B5C40-FDF9-41A5-9A4A-42EAEB6FAADF},{8BFB913C-854A-4AD8-A93A-445650CF26B6},
735,1544586576,832579502,1750163725,403052720,561600077,1273064826,260033680,1885867471,544202979,,HGUPBNJKCAQ5CNZV,,088E6HQBNYXY,T8TG82PU5NIRZV0WJ7265,BYIUL5WPM9,OFPTY8GCU6PR5K1,,U76ZRSZHEYI76RWCMQ4NE8,YFJ0ZBEIZQOFWZX6,4S3X97438LTM0W,1980-05-25 00:00:00,1980-07-10 00:00:00,2014-08-31 00:00:00,1966-02-03 00:00:00,1962-09-29 00:00:00,1985-08-11 00:00:00,1988-01-16 00:00:00,1996-06-25 00:00:00,2012-12-20 00:00:00,1998-03-01 00:00:00,,{9D060652-5B8A-4519-AF6E-B8F0F7A70BBD},{BECD6B9B-D846-4708-B1E5-B0BFCBDDD2C9},{3C8AAED7-DD72-4C01-8082-A3BD6681DCDA},{0A01F375-F6F5-4461-8FC1-3C30A649B642},{08208212-629F-427D-9BA8-28AE38215211},{E9EFA1DA-8C09-4884-A673-147B59EDA992},{C773762C-D712-4798-AE09-2D6E53E2036C},{5E2F03C5-FE8F-4E14-9E73-E710D8B30917},{3726E46B-D159-407D-AE50-EC12C7A8BB0E}
736,790635474,1684254694,623276943,684033246,1870111912,1627410088,1702082505,1174998173,806332574,685660620,3CSBV9G6DWA0M40KU,QJX0MI8WWSSR1KCTWJ5YYE12,HPU3T3JMCMFMF2XNUOU,QKKDBZPKLS,VBSC28ZIOHZOK,,KUMHGR,J0RD3C03,U0EL1P554IU627WN90GYIDL,CQVPMR6EMTL7936MKXRUM,1992-11-13 00:00:00,1984-10-19 00:00:00,2015-11-01 00:00:00,1995-02-04 00:00:00,1986-07-21 00:00:00,2003-10-12 00:00:00,,2014-10-22 00:00:00,1986-04-07 00:00:00,2003-11-10 00:00:00,{B7762391-111B-4362-B412-2C6553E1D8A4},{482752AC-8E28-4A60-A56C-E4F2E4BC2D26},{89869171-582B-4EBF-8132-5D63DA0982FF},{77760637-43AB-474C-B68E-D5DD93D8D1C6},{14496FB8-F6CE-48DC-80CC-B7FA5F3F624F},{4D3076DC-B7FF-4F08-8D66-321AB8CAF0C9},,{883E33D2-E789-4C9C-8D2E-24EE1DCB02F1},{853E8FF4-774F-4912-8D27-0A134AB1DC99},{E7FD066F-484F-4E0F-8331-C32F6D8D2522}
737,994089572,1678592779,254025441,227328466,,1040506188,1085570361,185011968,323094256,218445371,4EZ6UR,8CBNK29W9,CGPJKPK4KOLS4MJC,56XZ6BG,I3DKFPS45O5PRJW53XTHBA,SDF8NJOC4TCAHDFDLR,QYOWA3DOWH4HDP1BKU,A3U7HWYZRQ6UWBH3Z,TG9PXZ461LD3191XXEQOOFO,LKVCI8M1,2013-02-06 00:00:00,1963-02-12 00:00:00,2011-11-26 00:00:00,1982-03-14 00:00:00,,,1982-07-18 00:00:00,1968-10-29 00:00:00,2007-05-15 00:00:00,1991-09-20 00:00:00,{44F7CBFB-F500-43AC-B6B3-5CD5126C414D},{76828377-40D4-42CC-8F75-23BF7E0D7176},{BF7B0656-9281-431F-B1A8-98F3CFC1983E},{F07D9600-EF5D-4376-871A-E93EDA1735DC},,{92569DC6-A76A-466B-947E-5A8058DB50F9},{3DDDA14C-14B3-4D82-BA78-845D24DCC140},{0E4EB25E-D9A5-452D-B6B5-DAC2C9F95408},{9AB4EF28-DA35-4319-822B-74930F2350AE},
738,1803523520,811676610,135784033,108078420,1355628411,413091397,73115844,499780479,1155355319,389086086,YYIDXDTX8EV4F5N9WU9S,,SBC3G1SYFY,5EYOBSYX,N645B69GHJ7OZBUJM,QPFYZS48F893D,XG9L0VZ8RGHQPW41F2IYGHH,G84HHQ4J3ONJ,30QYRRBP,H4B5Q0P957U,2008-10-13 00:00:00,1976-06-10 00:00:00,1982-01-01 00:00:00,1994-12-26 00:00:00,1986-10-10 00:00:00,1967-01-25 00:00:00,1983-01-13 00:00:00,2000-11-17 00:00:00,2000-11-26 00:00:00,1979-01-26 00:00:00,{E2CA67A0-D0D4-4321-A281-A53EDC3B4544},{A04DE638-8822-4CEC-BC4B-D9560695A8F5},{EA152253-CF39-4517-B5D0-DDF8E0190D0D},{43FF626F-8B71-4835-8E64-575E2EE46783},{1013FAB3-9A47-4064-A89C-72C8EF949D56},,{D5BE00CD-5A44-482A-A8FA-4B8B76881BF0},{2038F959-E2A9-4BDA-8EC2-372DAF736EE2},{8AA0844F-12CC-4717-86D7-225A24D2F749},{9F009CA9-0C89-4FB1-A0FA-C8ECE9821E00}
739,,,1310062412,1896107760,,,246322421,1774722853,1815443356,,QSA6JIW3BL06M,TJCD9AHCAF9S,RYLW8SLBCFGR2FT8RO0QK42,,JPA0KZF6TXPKN,RH67SH,BXV2AWX6Z5TJ5BL,M5W6THA4N2X5YJ,78DZ6EK50,,2007-05-10 00:00:00,1973-03-19 00:00:00,2010-07-05 00:00:00,1987-04-01 00:00:00,1979-08-17 00:00:00,1994-09-15 00:00:00,,1992-10-30 00:00:00,1997-01-01 00:00:00,2016-03-11 00:00:00,{183F6ED0-0B35-44BC-BCBB-508B062998CA},{0FC0E4FB-A340-4921-8315-9027E73B6F17},{E6609BBA-1157-412C-B159-D34B67CEA3C1},{AF9D7F0F-8279-431E-9571-216D9AF29CA3},{92D3FF39-F367-400B-9981-8130E99A5ED7},{C96D95AE-C0E8-45EC-A3C2-A31F2489D16F},{7932E564-4CD1-498E-B67F-B57F0E4C23D0},{2FE1C80C-8894-4069-8074-375B2F4F58AB},{871AE77B-17C3-4EEC-8EDA-5A1389554102},{1A3F3C85-2027-4ABC-9F22-4BB2FA80D898}
740,1281617213,338575728,1667724101,512162912,792128882,1774795525,,1904518292,691525214,1368533538,RQ60Y3SUJMY5770ZQXYOZRQI,SPJWXVBU0E4PF8XY5BC7K,C5280J9A,4KCKXYC4MHV4ARZ,VPFJT,H04WLK0EH6,VNIM9D78TH4KIAIOVR,72D64QTBQRX,BEXNCGFV,96TNKCMTZVA02KLRTU5,1965-08-19 00:00:00,2001-05-25 00:00:00,1972-03-26 00:00:00,1993-09-11 00:00:00,1989-08-07 00:00:00,1968-10-27 00:00:00,,1964-12-07 00:00:00,1962-08-01 00:00:00,1965-10-28 00:00:00,{794BD9E9-16A7-439D-9D77-34CB6B920072},{B2B7A24C-915A-47FD-96C0-7FA9C449549F},,{1FA8EB31-3016-447E-B0C7-DF7272AB8365},{419E1AF1-5B12-4F58-B808-85C75939AECD},{B5882BCB-C43F-4323-8383-97A62C3372A3},{2761CC40-7D2F-46E4-A6BF-6C432D189481},{8F442BC4-D830-476B-A922-803405BEDC5E},{8205D297-4E64-4888-8FDD-26AF2F7B2BDC},{46143149-1608-49A1-9E5D-A9FC2A9A2D58}
741,1253038679,1258319687,1985473778,881664272,911146758,936320017,697018305,881002826,642337060,,LHQM6NEW,,TI97YT9VOZ4562S27SB5EV,NFI4TT18RL6JLD07LVL,LUTNVGDFC17BJT,FC576OU5JQ,ETSJZKCVZQ7MX2OU9HCT,,TQTT79XE,LBSIXL9R7VYE,1975-11-16 00:00:00,2015-11-30 00:00:00,2011-07-02 00:00:00,1982-02-14 00:00:00,1993-11-23 00:00:00,1982-01-31 00:00:00,2006-04-01 00:00:00,2001-08-08 00:00:00,1994-10-14 00:00:00,1979-05-06 00:00:00,{1F6F9174-D4D7-407C-93CF-9F5F38B62BAB},{6E199ED3-31FC-48C6-8308-1BBB1C43D143},{EDFAEE76-A851-4FE2-AB8A-65E8A9104727},{8C97A575-4DEF-4D44-8A95-43F7DB806014},{88C6B73E-3D46-448C-8C8A-10624C4BC4B3},{E24D3D45-30F5-47F6-8AC2-CF5BE7541F7B},{8E7B6B54-3392-4B92-A973-BE697A45F04C},,{1EB36954-BDCF-4850-8DE2-37C34640CDF8},{79AB5D74-2137-4639-BB7C-AB11F8C7ADF7}
742,65613333,913523436,601762455,2014068270,1604407176,1680222323,1553264385,308852171,1810359864,538276500,UNMU6NDYVEK,Q6T66KGWKI9,G0BR24Z8RECMNC3KF,3ODJ07I8GYJEMW,NXEMQTM9,TTIMMFJREHDRLT,SKH900D6QXAWBJCERJOZ03,44SCD5L,UAC1203PL6ZEXQ4F9ABE4,8DE5HA3ULP3RIAMZTUJ,,1995-06-03 00:00:00,1972-07-02 00:00:00,,2012-03-14 00:00:00,,1977-04-21 00:00:00,2014-01-07 00:00:00,1978-10-29 00:00:00,,{23E80F67-930D-4FDF-8729-950A0E9231E6},{1810B68F-D69D-4735-8885-47CB486B641A},{413F1B7E-5AFC-46C6-AC2B-7CB3EFFCE2AD},{A890C7E7-6ECA-46F2-8B45-2243D04E2E94},{16B342E4-CC51-4027-ACEF-01676BB7DA9E},{6A9E83C5-AEF0-4DFB-A2F6-BDAB204E49D1},{0F369A03-BD63-49F4-A8CA-1B187CBADF54},{57BB2C21-26C7-4D0B-872F-8AC9BE0A9A6F},{2C3A959D-F72B-4448-B53B-632490D013B9},{25834B45-0B3B-4D33-A096-221EE1475A22}
743,1315094135,1361659390,,1197589181,1613092035,718184244,1991259252,1216915453,1509752150,,4C76YBX945VILMPB2RU26NXS,0OAL3WNZ96YI8J4U,GD2UASKIEICROOEDLJ8SC9,MTMUSL8LW2MX2FOSA,EWSRKD58UWH3HJ,QG0Z3K14W,LF4QSRR094CCQX,ZP9EOW77MJ5Y,Y5HXU20FZLZSGNODKCP6BP,BYH7EIV36EGG43CVXTZXP6P,1989-07-28 00:00:00,2015-10-22 00:00:00,1975-04-09 00:00:00,2006-07-23 00:00:00,1974-07-10 00:00:00,1993-09-23 00:00:00,1992-12-14 00:00:00,,1988-07-07 00:00:00,2009-12-29 00:00:00,{649A284D-A174-420A-AAF2-873EA58A3AA9},{1A46F829-1C96-4B6B-B177-A371B278C8EE},,{B7075AD6-110B-4AB7-AFDE-1E4DF908ADBF},{5C1BE86C-388C-418E-9BCD-5B8B2E297D7C},{43A4D2E9-8AAF-402F-9F49-92AF1FFDE871},{DE9C153B-EC21-4758-A8C4-C41747A29F71},{F235C7A9-35B9-4D01-A53E-CCE09C4829AF},{F6CAC4BA-2559-4FBF-9FF2-CA5E767A78CF},{441B243F-74AB-43E6-B3E3-9C75947E8C65}
744,2107509134,333043072,1380942098,1899430277,1768846392,2085337333,1948869986,1191912329,449502092,,H7TJMNK9S2OXLTJ,,7OFJ6LX1KKZI24P9S,56JE6ZBFL8NY12VCPN8BIWV,KK9UH,H4TZX,T5FL27V7PG,WTAZJ,EVPBVEWL,I6PGDOGCK2FPM432H0RGFK,1986-08-23 00:00:00,1996-11-20 00:00:00,2006-09-04 00:00:00,1973-05-11 00:00:00,1994-12-12 00:00:00,1964-03-25 00:00:00,1977-07-04 00:00:00,2006-10-21 00:00:00,,2007-09-23 00:00:00,{A5676B8F-9CF4-440F-A700-AEFFB614E6B9},{646958DA-0D18-4B12-A869-5BF6AE5F5917},{BFA2CF22-72E1-41B0-BB0D-95B7BAC82CDF},{8EF8EDF4-2F67-4C70-9BD2-7D2E83C9AEC7},{1F3B9A1F-06BA-48A1-9023-8E32D97FEA08},{9BEE28D8-454E-4155-A20C-ECFAD9C21702},{5F1B4B50-F60F-4928-B834-BE8C9965F210},{4A470AE9-CD5E-4A05-B721-69E79DBEE0AF},,
745,1790049125,1589867136,1093288495,84885596,592925597,1125371169,1274970721,684652433,1413952334,992199630,MMSM4OPNU,LL12LI2N2B5RD57SO86,,XR8HVXUWCZ111J1,O0DVGQ4OQ75BPX5O2YK4DXE3,F0LDX158R9J7QAD3F0YUXC5N,RY61VJPHLDCNJDFQF,4IJ0KSOE,C58ECKHC0N9,Z901RUPH7,1973-03-17 00:00:00,1982-03-14 00:00:00,2012-03-18 00:00:00,1976-05-24 00:00:00,1969-09-08 00:00:00,2011-04-17 00:00:00,1974-02-02 00:00:00,1975-03-31 00:00:00,2006-02-21 00:00:00,1982-07-09 00:00:00,{CBD3539D-245F-43A8-8E21-6AFE961832A1},{7622D8B0-5370-4683-9C17-7D905606EE34},{3E6B97B9-0780-4D48-B425-F88B510D82C2},{A8D37A9B-206A-41FF-B13B-CF9F97C47081},{0486FD35-8D9F-4BB8-9435-857A8C56F3C0},{407324F7-6BD9-4A51-80BA-9899DE652260},{8050D03B-0E78-413A-8CCB-65314684CB7A},{3662C922-4F88-4408-92A3-D3C4428FD62B},{12941502-FAD4-4590-BDA1-5FE8CD6797E5},{E084D040-D359-45D7-9BE9-AA8CF4C17E0D}
